ratio,cent_y,cent_x,eccentricity,solidity,skew_x,skew_y,kurt_x,kurt_y
0.163465232424126,0.49635104211763253,0.5061542024410955,0.9856790270213327,0.23770949720670392,-0.042948339803455506,-0.09366582940474108,-1.2145853895003442,-0.15399219766197358
